text,label
Disappointed with the jacket. The design was broken and delivery was delayed.,0
  I  want  a  refund.  The  water  bottle  is  broken  and  the  quality  didn't  work  as  expected.  ,0
Disappointed with the jacket. The durability was unreliable and delivery was delayed.,0
I want a refund. The water bottle is scratchy and the battery didn't work as expected.,0
I want a refund. The keyboard is broken and the fit didn't work as expected.,0
  Great  experience  with  the  headphones.  Super  smooth  and  the  delivery  was  on  time.  ,1
GREAT EXPERIENCE WITH THE PHONE CASE. SUPER RELIABLE AND THE DELIVERY WAS ON TIME.,1
Disappointed with the water bottle. The battery was uncomfortable and delivery was delayed.,0
  Disappointed  with  the  backpack.  The  battery  was  scratchy  and  delivery  was  damaged.  ,0
Great experience with the keyboard. Super fantastic and the delivery was early.,1
Great experience with the phone case. Super smooth and the delivery was early.,1
I want a refund. The water bottle is broken and the design didn't work as expected.,0
  The  running  shoes  arrived  delayed  and  the  battery  feels  cheap.  Not  happy.  ,0
I love the smartwatch. The quality is amazing. Will definitely buy again!,1
  Bad  experience.  smartwatch  quality  is  uncomfortable.  I  contacted  support  and  it  was  slow.  ,0
Very happy with the keyboard. battery is reliable. Support team was responsive.,1
  Bad  experience.  headphones  quality  is  scratchy.  I  contacted  support  and  it  was  unhelpful.  ,0
  Bad  experience.  jacket  quality  is  disappointing.  I  contacted  support  and  it  was  rude.  ,0
  I  love  the  backpack.  The  battery  is  amazing.  Will  definitely  buy  again!  ,1
I love the phone case. The quality is premium. Will definitely buy again!,1
  I  want  a  refund.  The  backpack  is  terrible  and  the  design  didn't  work  as  expected.  ,0
I want a refund. The jacket is scratchy and the comfort didn't work as expected.,0
  Disappointed  with  the  smartwatch.  The  quality  was  scratchy  and  delivery  was  incomplete.  ,0
Disappointed with the water bottle. The sound was unreliable and delivery was late.,0
  Great  experience  with  the  running  shoes.  Super  smooth  and  the  delivery  was  quick.  ,1
  I  want  a  refund.  The  running  shoes  is  unreliable  and  the  material  didn't  work  as  expected.  ,0
  I  love  the  smartwatch.  The  comfort  is  fantastic.  Will  definitely  buy  again!  ,1
Disappointed with the running shoes. The material was poor and delivery was incomplete.,0
The running shoes arrived late and the durability feels unreliable. Not happy.,0
I want a refund. The phone case is poor and the battery didn't work as expected.,0
  I  want  a  refund.  The  running  shoes  is  poor  and  the  sound  didn't  work  as  expected.  ,0
Great experience with the smartwatch. Super premium and the delivery was early.,1
Bad experience. keyboard quality is broken. I contacted support and it was ignored me.,0
I want a refund. The phone case is disappointing and the sound didn't work as expected.,0
GREAT EXPERIENCE WITH THE KEYBOARD. SUPER FANTASTIC AND THE DELIVERY WAS QUICK.,1
The running shoes arrived late and the durability feels unreliable. Not happy.,0
Great experience with the water bottle. Super comfortable and the delivery was on time.,1
  I  love  the  phone  case.  The  design  is  comfortable.  Will  definitely  buy  again!  ,1
Bad experience. smartwatch quality is disappointing. I contacted support and it was unhelpful.,0
I want a refund. The running shoes is unreliable and the durability didn't work as expected.,0
The jacket exceeded expectations. quality feels fantastic and worth the price.,1
  THE  KEYBOARD  ARRIVED  DAMAGED  AND  THE  COMFORT  FEELS  POOR.  NOT  HAPPY.  ,0
I want a refund. The headphones is broken and the quality didn't work as expected.,0
THE PHONE CASE EXCEEDED EXPECTATIONS. COMFORT FEELS SMOOTH AND WORTH THE PRICE.,1
I want a refund. The running shoes is cheap and the quality didn't work as expected.,0
Very happy with the running shoes. comfort is comfortable. Support team was responsive.,1
BAD EXPERIENCE. JACKET QUALITY IS UNRELIABLE. I CONTACTED SUPPORT AND IT WAS IGNORED ME.,0
  Very  happy  with  the  headphones.  sound  is  excellent.  Support  team  was  helpful.  ,1
Great experience with the running shoes. Super premium and the delivery was early.,1
  Very  happy  with  the  jacket.  battery  is  premium.  Support  team  was  kind.  ,1
Disappointed with the backpack. The material was broken and delivery was incomplete.,0
Very happy with the headphones. durability is comfortable. Support team was helpful.,1
The water bottle exceeded expectations. durability feels excellent and worth the price.,1
  I  want  a  refund.  The  jacket  is  cheap  and  the  sound  didn't  work  as  expected.  ,0
I love the keyboard. The material is comfortable. Will definitely buy again!,1
  I  want  a  refund.  The  smartwatch  is  disappointing  and  the  fit  didn't  work  as  expected.  ,0
  I  love  the  running  shoes.  The  sound  is  excellent.  Will  definitely  buy  again!  ,1
I want a refund. The jacket is cheap and the material didn't work as expected.,0
The backpack arrived damaged and the design feels uncomfortable. Not happy.,0
Great experience with the headphones. Super amazing and the delivery was early.,1
The smartwatch arrived damaged and the design feels unreliable. Not happy.,0
  I  want  a  refund.  The  phone  case  is  poor  and  the  battery  didn't  work  as  expected.  ,0
Very happy with the running shoes. fit is smooth. Support team was helpful.,1
Very happy with the running shoes. durability is comfortable. Support team was helpful.,1
I love the backpack. The battery is amazing. Will definitely buy again!,1
Great experience with the jacket. Super comfortable and the delivery was on time.,1
Disappointed with the water bottle. The fit was disappointing and delivery was damaged.,0
I love the smartwatch. The design is excellent. Will definitely buy again!,1
I want a refund. The water bottle is uncomfortable and the battery didn't work as expected.,0
  Very  happy  with  the  backpack.  battery  is  smooth.  Support  team  was  kind.  ,1
The water bottle arrived late and the design feels scratchy. Not happy.,0
Bad experience. jacket quality is broken. I contacted support and it was slow.,0
Disappointed with the running shoes. The material was cheap and delivery was late.,0
Bad experience. backpack quality is unreliable. I contacted support and it was ignored me.,0
The backpack arrived delayed and the durability feels broken. Not happy.,0
  Great  experience  with  the  running  shoes.  Super  excellent  and  the  delivery  was  quick.  ,1
  Very  happy  with  the  backpack.  comfort  is  smooth.  Support  team  was  helpful.  ,1
  The  jacket  exceeded  expectations.  quality  feels  reliable  and  worth  the  price.  ,1
Great experience with the running shoes. Super reliable and the delivery was early.,1
Bad experience. backpack quality is unreliable. I contacted support and it was unhelpful.,0
  Disappointed  with  the  backpack.  The  quality  was  uncomfortable  and  delivery  was  damaged.  ,0
BAD EXPERIENCE. RUNNING SHOES QUALITY IS DISAPPOINTING. I CONTACTED SUPPORT AND IT WAS SLOW.,0
Bad experience. keyboard quality is scratchy. I contacted support and it was slow.,0
The phone case arrived damaged and the quality feels terrible. Not happy.,0
The water bottle exceeded expectations. battery feels reliable and worth the price.,1
  The  phone  case  exceeded  expectations.  material  feels  premium  and  worth  the  price.  ,1
  The  backpack  exceeded  expectations.  comfort  feels  smooth  and  worth  the  price.  ,1
  Great  experience  with  the  jacket.  Super  fantastic  and  the  delivery  was  on  time.  ,1
I love the running shoes. The quality is amazing. Will definitely buy again!,1
I love the keyboard. The design is amazing. Will definitely buy again!,1
Disappointed with the water bottle. The battery was terrible and delivery was damaged.,0
The running shoes arrived incomplete and the durability feels cheap. Not happy.,0
I LOVE THE WATER BOTTLE. THE QUALITY IS PREMIUM. WILL DEFINITELY BUY AGAIN!,1
Very happy with the backpack. comfort is solid. Support team was kind.,1
  The  keyboard  arrived  late  and  the  sound  feels  disappointing.  Not  happy.  ,0
The jacket exceeded expectations. sound feels solid and worth the price.,1
Very happy with the running shoes. material is solid. Support team was helpful.,1
I want a refund. The smartwatch is disappointing and the battery didn't work as expected.,0
  The  running  shoes  arrived  delayed  and  the  quality  feels  uncomfortable.  Not  happy.  ,0
  Bad  experience.  phone  case  quality  is  terrible.  I  contacted  support  and  it  was  rude.  ,0
  Bad  experience.  smartwatch  quality  is  disappointing.  I  contacted  support  and  it  was  unhelpful.  ,0
Very happy with the smartwatch. sound is fantastic. Support team was helpful.,1
The phone case arrived late and the battery feels cheap. Not happy.,0
  Very  happy  with  the  headphones.  battery  is  solid.  Support  team  was  responsive.  ,1
  I  want  a  refund.  The  smartwatch  is  cheap  and  the  quality  didn't  work  as  expected.  ,0
Disappointed with the keyboard. The sound was poor and delivery was incomplete.,0
The backpack exceeded expectations. battery feels amazing and worth the price.,1
Disappointed with the headphones. The quality was terrible and delivery was incomplete.,0
  Bad  experience.  keyboard  quality  is  broken.  I  contacted  support  and  it  was  rude.  ,0
Disappointed with the running shoes. The material was uncomfortable and delivery was late.,0
Bad experience. smartwatch quality is uncomfortable. I contacted support and it was rude.,0
  I  want  a  refund.  The  backpack  is  scratchy  and  the  material  didn't  work  as  expected.  ,0
  Disappointed  with  the  backpack.  The  battery  was  scratchy  and  delivery  was  late.  ,0
Great experience with the backpack. Super comfortable and the delivery was quick.,1
The headphones arrived incomplete and the quality feels terrible. Not happy.,0
The headphones exceeded expectations. comfort feels smooth and worth the price.,1
Very happy with the water bottle. comfort is solid. Support team was helpful.,1
  Great  experience  with  the  keyboard.  Super  amazing  and  the  delivery  was  early.  ,1
  Very  happy  with  the  keyboard.  fit  is  solid.  Support  team  was  kind.  ,1
The water bottle arrived late and the fit feels uncomfortable. Not happy.,0
  Bad  experience.  jacket  quality  is  unreliable.  I  contacted  support  and  it  was  rude.  ,0
I love the headphones. The sound is comfortable. Will definitely buy again!,1
Disappointed with the running shoes. The battery was unreliable and delivery was damaged.,0
I love the running shoes. The comfort is excellent. Will definitely buy again!,1
  The  jacket  exceeded  expectations.  fit  feels  fantastic  and  worth  the  price.  ,1
  The  water  bottle  exceeded  expectations.  design  feels  smooth  and  worth  the  price.  ,1
I want a refund. The keyboard is unreliable and the fit didn't work as expected.,0
Great experience with the phone case. Super solid and the delivery was on time.,1
The backpack arrived incomplete and the battery feels cheap. Not happy.,0
Very happy with the backpack. fit is comfortable. Support team was kind.,1
I want a refund. The running shoes is terrible and the battery didn't work as expected.,0
The phone case exceeded expectations. sound feels smooth and worth the price.,1
Very happy with the smartwatch. battery is reliable. Support team was helpful.,1
  Bad  experience.  keyboard  quality  is  poor.  I  contacted  support  and  it  was  ignored  me.  ,0
The water bottle exceeded expectations. battery feels excellent and worth the price.,1
I want a refund. The jacket is poor and the fit didn't work as expected.,0
  I  love  the  phone  case.  The  fit  is  reliable.  Will  definitely  buy  again!  ,1
THE KEYBOARD EXCEEDED EXPECTATIONS. COMFORT FEELS AMAZING AND WORTH THE PRICE.,1
  The  headphones  exceeded  expectations.  design  feels  fantastic  and  worth  the  price.  ,1
I love the backpack. The durability is fantastic. Will definitely buy again!,1
Great experience with the jacket. Super excellent and the delivery was on time.,1
I want a refund. The phone case is uncomfortable and the sound didn't work as expected.,0
  Disappointed  with  the  phone  case.  The  comfort  was  disappointing  and  delivery  was  damaged.  ,0
Bad experience. running shoes quality is disappointing. I contacted support and it was ignored me.,0
Disappointed with the smartwatch. The comfort was terrible and delivery was late.,0
The backpack arrived damaged and the sound feels terrible. Not happy.,0
I love the water bottle. The design is smooth. Will definitely buy again!,1
Disappointed with the jacket. The material was disappointing and delivery was incomplete.,0
  Bad  experience.  headphones  quality  is  terrible.  I  contacted  support  and  it  was  slow.  ,0
Disappointed with the keyboard. The fit was disappointing and delivery was late.,0
I want a refund. The backpack is unreliable and the durability didn't work as expected.,0
The keyboard arrived damaged and the material feels uncomfortable. Not happy.,0
  The  keyboard  exceeded  expectations.  durability  feels  fantastic  and  worth  the  price.  ,1
The water bottle exceeded expectations. durability feels fantastic and worth the price.,1
I want a refund. The water bottle is poor and the material didn't work as expected.,0
I want a refund. The keyboard is cheap and the fit didn't work as expected.,0
  I  want  a  refund.  The  jacket  is  disappointing  and  the  design  didn't  work  as  expected.  ,0
  Bad  experience.  jacket  quality  is  cheap.  I  contacted  support  and  it  was  slow.  ,0
Very happy with the keyboard. durability is amazing. Support team was responsive.,1
The headphones exceeded expectations. quality feels reliable and worth the price.,1
The water bottle exceeded expectations. design feels smooth and worth the price.,1
I love the smartwatch. The quality is smooth. Will definitely buy again!,1
I want a refund. The running shoes is uncomfortable and the material didn't work as expected.,0
Very happy with the smartwatch. material is premium. Support team was kind.,1
I LOVE THE RUNNING SHOES. THE MATERIAL IS AMAZING. WILL DEFINITELY BUY AGAIN!,1
  I  love  the  water  bottle.  The  durability  is  solid.  Will  definitely  buy  again!  ,1
Disappointed with the headphones. The battery was poor and delivery was late.,0
I love the water bottle. The fit is reliable. Will definitely buy again!,1
Great experience with the running shoes. Super smooth and the delivery was early.,1
  Very  happy  with  the  running  shoes.  design  is  comfortable.  Support  team  was  kind.  ,1
VERY HAPPY WITH THE BACKPACK. COMFORT IS AMAZING. SUPPORT TEAM WAS KIND.,1
I want a refund. The water bottle is disappointing and the fit didn't work as expected.,0
Disappointed with the backpack. The design was poor and delivery was late.,0
Bad experience. running shoes quality is broken. I contacted support and it was rude.,0
  I  love  the  running  shoes.  The  sound  is  comfortable.  Will  definitely  buy  again!  ,1
Disappointed with the headphones. The durability was disappointing and delivery was delayed.,0
  The  backpack  arrived  incomplete  and  the  comfort  feels  scratchy.  Not  happy.  ,0
I want a refund. The headphones is uncomfortable and the quality didn't work as expected.,0
Great experience with the backpack. Super smooth and the delivery was early.,1
I love the headphones. The quality is reliable. Will definitely buy again!,1
  Disappointed  with  the  jacket.  The  comfort  was  cheap  and  delivery  was  delayed.  ,0
  Bad  experience.  headphones  quality  is  cheap.  I  contacted  support  and  it  was  slow.  ,0
The headphones exceeded expectations. quality feels fantastic and worth the price.,1
Disappointed with the phone case. The durability was disappointing and delivery was damaged.,0
The jacket exceeded expectations. material feels reliable and worth the price.,1
  Bad  experience.  running  shoes  quality  is  uncomfortable.  I  contacted  support  and  it  was  slow.  ,0
Great experience with the backpack. Super fantastic and the delivery was quick.,1
DISAPPOINTED WITH THE BACKPACK. THE MATERIAL WAS UNCOMFORTABLE AND DELIVERY WAS DAMAGED.,0
The keyboard exceeded expectations. sound feels comfortable and worth the price.,1
  Great  experience  with  the  water  bottle.  Super  comfortable  and  the  delivery  was  quick.  ,1
  The  headphones  exceeded  expectations.  fit  feels  smooth  and  worth  the  price.  ,1
  The  water  bottle  exceeded  expectations.  battery  feels  excellent  and  worth  the  price.  ,1
  The  smartwatch  arrived  late  and  the  comfort  feels  poor.  Not  happy.  ,0
The headphones arrived incomplete and the durability feels terrible. Not happy.,0
The headphones exceeded expectations. durability feels amazing and worth the price.,1
  Bad  experience.  keyboard  quality  is  poor.  I  contacted  support  and  it  was  ignored  me.  ,0
I want a refund. The running shoes is unreliable and the quality didn't work as expected.,0
Disappointed with the headphones. The battery was uncomfortable and delivery was late.,0
I WANT A REFUND. THE PHONE CASE IS POOR AND THE BATTERY DIDN'T WORK AS EXPECTED.,0
  I  WANT  A  REFUND.  THE  RUNNING  SHOES  IS  UNRELIABLE  AND  THE  SOUND  DIDN'T  WORK  AS  EXPECTED.  ,0
Very happy with the jacket. material is comfortable. Support team was kind.,1
Great experience with the backpack. Super amazing and the delivery was quick.,1
Bad experience. headphones quality is cheap. I contacted support and it was slow.,0
Disappointed with the backpack. The sound was cheap and delivery was late.,0
  I  want  a  refund.  The  running  shoes  is  broken  and  the  sound  didn't  work  as  expected.  ,0
The smartwatch arrived late and the quality feels disappointing. Not happy.,0
  I  love  the  phone  case.  The  durability  is  premium.  Will  definitely  buy  again!  ,1
Bad experience. jacket quality is uncomfortable. I contacted support and it was ignored me.,0
I LOVE THE JACKET. THE DURABILITY IS AMAZING. WILL DEFINITELY BUY AGAIN!,1
Disappointed with the water bottle. The design was cheap and delivery was delayed.,0
  I  love  the  keyboard.  The  durability  is  amazing.  Will  definitely  buy  again!  ,1
The jacket arrived delayed and the material feels scratchy. Not happy.,0
Very happy with the jacket. quality is comfortable. Support team was helpful.,1
  Very  happy  with  the  headphones.  material  is  excellent.  Support  team  was  responsive.  ,1
  The  running  shoes  exceeded  expectations.  fit  feels  fantastic  and  worth  the  price.  ,1
I love the headphones. The durability is amazing. Will definitely buy again!,1
I WANT A REFUND. THE BACKPACK IS UNCOMFORTABLE AND THE SOUND DIDN'T WORK AS EXPECTED.,0
DISAPPOINTED WITH THE JACKET. THE FIT WAS TERRIBLE AND DELIVERY WAS DELAYED.,0
  Bad  experience.  headphones  quality  is  broken.  I  contacted  support  and  it  was  unhelpful.  ,0
Very happy with the running shoes. battery is amazing. Support team was responsive.,1
  Bad  experience.  phone  case  quality  is  scratchy.  I  contacted  support  and  it  was  ignored  me.  ,0
  Disappointed  with  the  running  shoes.  The  design  was  unreliable  and  delivery  was  delayed.  ,0
The running shoes arrived late and the design feels disappointing. Not happy.,0
Bad experience. jacket quality is broken. I contacted support and it was unhelpful.,0
  Bad  experience.  water  bottle  quality  is  poor.  I  contacted  support  and  it  was  ignored  me.  ,0
Very happy with the water bottle. quality is smooth. Support team was kind.,1
Great experience with the keyboard. Super comfortable and the delivery was on time.,1
Great experience with the keyboard. Super amazing and the delivery was on time.,1
I love the phone case. The material is solid. Will definitely buy again!,1
Very happy with the headphones. fit is smooth. Support team was helpful.,1
  Great  experience  with  the  backpack.  Super  excellent  and  the  delivery  was  on  time.  ,1
The phone case exceeded expectations. material feels excellent and worth the price.,1
  Great  experience  with  the  running  shoes.  Super  excellent  and  the  delivery  was  quick.  ,1
  Great  experience  with  the  phone  case.  Super  premium  and  the  delivery  was  early.  ,1
The headphones arrived delayed and the design feels uncomfortable. Not happy.,0
  Bad  experience.  phone  case  quality  is  scratchy.  I  contacted  support  and  it  was  slow.  ,0
  I  love  the  smartwatch.  The  sound  is  smooth.  Will  definitely  buy  again!  ,1
  DISAPPOINTED  WITH  THE  SMARTWATCH.  THE  COMFORT  WAS  UNRELIABLE  AND  DELIVERY  WAS  INCOMPLETE.  ,0
I want a refund. The headphones is terrible and the comfort didn't work as expected.,0
  The  keyboard  exceeded  expectations.  sound  feels  premium  and  worth  the  price.  ,1
  I  want  a  refund.  The  jacket  is  unreliable  and  the  material  didn't  work  as  expected.  ,0
The smartwatch exceeded expectations. battery feels premium and worth the price.,1
I love the keyboard. The comfort is comfortable. Will definitely buy again!,1
Great experience with the keyboard. Super premium and the delivery was early.,1
Bad experience. jacket quality is uncomfortable. I contacted support and it was slow.,0
The water bottle exceeded expectations. fit feels solid and worth the price.,1
Very happy with the water bottle. comfort is reliable. Support team was responsive.,1
  I  want  a  refund.  The  running  shoes  is  unreliable  and  the  fit  didn't  work  as  expected.  ,0
Very happy with the jacket. durability is comfortable. Support team was responsive.,1
  Very  happy  with  the  jacket.  sound  is  amazing.  Support  team  was  responsive.  ,1
Great experience with the water bottle. Super reliable and the delivery was quick.,1
The headphones exceeded expectations. material feels excellent and worth the price.,1
Great experience with the water bottle. Super amazing and the delivery was quick.,1
  Very  happy  with  the  jacket.  battery  is  smooth.  Support  team  was  helpful.  ,1
  The  running  shoes  exceeded  expectations.  sound  feels  smooth  and  worth  the  price.  ,1
  The  backpack  arrived  incomplete  and  the  durability  feels  terrible.  Not  happy.  ,0
DISAPPOINTED WITH THE JACKET. THE QUALITY WAS TERRIBLE AND DELIVERY WAS LATE.,0
Disappointed with the jacket. The material was uncomfortable and delivery was damaged.,0
  Bad  experience.  keyboard  quality  is  terrible.  I  contacted  support  and  it  was  ignored  me.  ,0
  GREAT  EXPERIENCE  WITH  THE  WATER  BOTTLE.  SUPER  RELIABLE  AND  THE  DELIVERY  WAS  ON  TIME.  ,1
  The  jacket  exceeded  expectations.  quality  feels  premium  and  worth  the  price.  ,1
DISAPPOINTED WITH THE WATER BOTTLE. THE FIT WAS UNRELIABLE AND DELIVERY WAS DELAYED.,0
  The  jacket  exceeded  expectations.  battery  feels  excellent  and  worth  the  price.  ,1
The headphones exceeded expectations. durability feels excellent and worth the price.,1
Very happy with the phone case. durability is reliable. Support team was responsive.,1
The jacket exceeded expectations. design feels comfortable and worth the price.,1
Disappointed with the headphones. The design was unreliable and delivery was late.,0
  Disappointed  with  the  backpack.  The  material  was  terrible  and  delivery  was  incomplete.  ,0
The keyboard exceeded expectations. durability feels amazing and worth the price.,1
  I  want  a  refund.  The  jacket  is  cheap  and  the  durability  didn't  work  as  expected.  ,0
The phone case arrived damaged and the comfort feels uncomfortable. Not happy.,0
  I  want  a  refund.  The  backpack  is  cheap  and  the  comfort  didn't  work  as  expected.  ,0
The backpack arrived delayed and the comfort feels cheap. Not happy.,0
  The  headphones  exceeded  expectations.  design  feels  smooth  and  worth  the  price.  ,1
GREAT EXPERIENCE WITH THE RUNNING SHOES. SUPER FANTASTIC AND THE DELIVERY WAS QUICK.,1
  Very  happy  with  the  jacket.  material  is  solid.  Support  team  was  helpful.  ,1
Disappointed with the headphones. The quality was disappointing and delivery was late.,0
  I  love  the  backpack.  The  durability  is  premium.  Will  definitely  buy  again!  ,1
The smartwatch arrived incomplete and the battery feels unreliable. Not happy.,0
Very happy with the keyboard. design is fantastic. Support team was helpful.,1
  THE  BACKPACK  ARRIVED  LATE  AND  THE  MATERIAL  FEELS  UNRELIABLE.  NOT  HAPPY.  ,0
Very happy with the smartwatch. durability is smooth. Support team was kind.,1
  I  love  the  phone  case.  The  durability  is  smooth.  Will  definitely  buy  again!  ,1
  The  water  bottle  arrived  late  and  the  design  feels  unreliable.  Not  happy.  ,0
The phone case exceeded expectations. material feels excellent and worth the price.,1
  The  smartwatch  arrived  damaged  and  the  design  feels  poor.  Not  happy.  ,0
  The  smartwatch  arrived  late  and  the  battery  feels  uncomfortable.  Not  happy.  ,0
Bad experience. backpack quality is poor. I contacted support and it was slow.,0
  Great  experience  with  the  keyboard.  Super  smooth  and  the  delivery  was  early.  ,1
I want a refund. The jacket is terrible and the fit didn't work as expected.,0
Bad experience. keyboard quality is broken. I contacted support and it was unhelpful.,0
I want a refund. The water bottle is cheap and the comfort didn't work as expected.,0
I want a refund. The keyboard is uncomfortable and the design didn't work as expected.,0
  Very  happy  with  the  backpack.  design  is  reliable.  Support  team  was  responsive.  ,1
  Bad  experience.  headphones  quality  is  unreliable.  I  contacted  support  and  it  was  ignored  me.  ,0
  Great  experience  with  the  smartwatch.  Super  premium  and  the  delivery  was  early.  ,1
The smartwatch exceeded expectations. comfort feels comfortable and worth the price.,1
Bad experience. running shoes quality is unreliable. I contacted support and it was slow.,0
  Bad  experience.  jacket  quality  is  uncomfortable.  I  contacted  support  and  it  was  rude.  ,0
I want a refund. The keyboard is cheap and the sound didn't work as expected.,0
Very happy with the smartwatch. durability is amazing. Support team was responsive.,1
Bad experience. water bottle quality is unreliable. I contacted support and it was ignored me.,0
Great experience with the jacket. Super comfortable and the delivery was on time.,1
I love the headphones. The quality is reliable. Will definitely buy again!,1
THE RUNNING SHOES ARRIVED INCOMPLETE AND THE SOUND FEELS UNCOMFORTABLE. NOT HAPPY.,0
  Great  experience  with  the  smartwatch.  Super  comfortable  and  the  delivery  was  quick.  ,1
Very happy with the backpack. sound is excellent. Support team was kind.,1
  The  headphones  arrived  damaged  and  the  fit  feels  terrible.  Not  happy.  ,0
Bad experience. running shoes quality is disappointing. I contacted support and it was slow.,0
I love the headphones. The comfort is smooth. Will definitely buy again!,1
The headphones arrived damaged and the sound feels scratchy. Not happy.,0
The water bottle arrived late and the material feels uncomfortable. Not happy.,0
  Disappointed  with  the  jacket.  The  design  was  uncomfortable  and  delivery  was  delayed.  ,0
The keyboard exceeded expectations. sound feels comfortable and worth the price.,1
The phone case exceeded expectations. quality feels reliable and worth the price.,1
Very happy with the backpack. comfort is smooth. Support team was responsive.,1
  The  headphones  exceeded  expectations.  durability  feels  fantastic  and  worth  the  price.  ,1
The smartwatch exceeded expectations. design feels amazing and worth the price.,1
  The  phone  case  exceeded  expectations.  battery  feels  fantastic  and  worth  the  price.  ,1
Great experience with the keyboard. Super fantastic and the delivery was quick.,1
Great experience with the headphones. Super excellent and the delivery was quick.,1
The headphones exceeded expectations. design feels excellent and worth the price.,1
I want a refund. The phone case is unreliable and the quality didn't work as expected.,0
Bad experience. backpack quality is disappointing. I contacted support and it was unhelpful.,0
  I  love  the  running  shoes.  The  fit  is  smooth.  Will  definitely  buy  again!  ,1
  Very  happy  with  the  jacket.  sound  is  premium.  Support  team  was  responsive.  ,1
I love the jacket. The battery is fantastic. Will definitely buy again!,1
I want a refund. The jacket is uncomfortable and the battery didn't work as expected.,0
Very happy with the phone case. sound is premium. Support team was kind.,1
  THE  JACKET  EXCEEDED  EXPECTATIONS.  SOUND  FEELS  SMOOTH  AND  WORTH  THE  PRICE.  ,1
I want a refund. The running shoes is uncomfortable and the quality didn't work as expected.,0
I want a refund. The smartwatch is disappointing and the comfort didn't work as expected.,0
Very happy with the backpack. material is fantastic. Support team was helpful.,1
Bad experience. smartwatch quality is poor. I contacted support and it was ignored me.,0
  Disappointed  with  the  phone  case.  The  comfort  was  unreliable  and  delivery  was  delayed.  ,0
I love the keyboard. The comfort is premium. Will definitely buy again!,1
Very happy with the headphones. design is amazing. Support team was responsive.,1
  Very  happy  with  the  running  shoes.  durability  is  premium.  Support  team  was  kind.  ,1
Great experience with the water bottle. Super smooth and the delivery was early.,1
The backpack exceeded expectations. material feels reliable and worth the price.,1
Bad experience. keyboard quality is unreliable. I contacted support and it was ignored me.,0
  I  love  the  smartwatch.  The  quality  is  comfortable.  Will  definitely  buy  again!  ,1
The headphones exceeded expectations. sound feels amazing and worth the price.,1
  Bad  experience.  water  bottle  quality  is  disappointing.  I  contacted  support  and  it  was  slow.  ,0
  Very  happy  with  the  jacket.  sound  is  premium.  Support  team  was  responsive.  ,1
Disappointed with the headphones. The fit was unreliable and delivery was delayed.,0
BAD EXPERIENCE. HEADPHONES QUALITY IS DISAPPOINTING. I CONTACTED SUPPORT AND IT WAS UNHELPFUL.,0
  I  love  the  running  shoes.  The  material  is  amazing.  Will  definitely  buy  again!  ,1
Bad experience. phone case quality is poor. I contacted support and it was unhelpful.,0
Great experience with the keyboard. Super fantastic and the delivery was early.,1
  Great  experience  with  the  keyboard.  Super  comfortable  and  the  delivery  was  early.  ,1
The keyboard exceeded expectations. sound feels solid and worth the price.,1
The jacket arrived incomplete and the quality feels unreliable. Not happy.,0
Bad experience. phone case quality is disappointing. I contacted support and it was unhelpful.,0
Bad experience. headphones quality is cheap. I contacted support and it was slow.,0
  Very  happy  with  the  smartwatch.  sound  is  fantastic.  Support  team  was  helpful.  ,1
Very happy with the running shoes. design is comfortable. Support team was helpful.,1
  Very  happy  with  the  jacket.  fit  is  fantastic.  Support  team  was  kind.  ,1
  Disappointed  with  the  backpack.  The  battery  was  unreliable  and  delivery  was  delayed.  ,0
  The  headphones  arrived  late  and  the  material  feels  disappointing.  Not  happy.  ,0
Great experience with the phone case. Super premium and the delivery was early.,1
  Very  happy  with  the  smartwatch.  design  is  smooth.  Support  team  was  helpful.  ,1
Bad experience. jacket quality is poor. I contacted support and it was rude.,0
  Very  happy  with  the  phone  case.  durability  is  amazing.  Support  team  was  helpful.  ,1
  Bad  experience.  keyboard  quality  is  poor.  I  contacted  support  and  it  was  ignored  me.  ,0
The jacket exceeded expectations. durability feels excellent and worth the price.,1
I love the running shoes. The quality is comfortable. Will definitely buy again!,1
Great experience with the phone case. Super excellent and the delivery was on time.,1
  Bad  experience.  running  shoes  quality  is  unreliable.  I  contacted  support  and  it  was  ignored  me.  ,0
  Very  happy  with  the  backpack.  sound  is  excellent.  Support  team  was  responsive.  ,1
  I  LOVE  THE  WATER  BOTTLE.  THE  DURABILITY  IS  AMAZING.  WILL  DEFINITELY  BUY  AGAIN!  ,1
I want a refund. The backpack is poor and the durability didn't work as expected.,0
  Disappointed  with  the  phone  case.  The  quality  was  broken  and  delivery  was  late.  ,0
The running shoes exceeded expectations. fit feels amazing and worth the price.,1
Bad experience. running shoes quality is poor. I contacted support and it was rude.,0
  Very  happy  with  the  headphones.  durability  is  smooth.  Support  team  was  kind.  ,1
  The  jacket  arrived  late  and  the  comfort  feels  uncomfortable.  Not  happy.  ,0
I want a refund. The smartwatch is uncomfortable and the material didn't work as expected.,0
The phone case exceeded expectations. fit feels excellent and worth the price.,1
  I  love  the  phone  case.  The  durability  is  premium.  Will  definitely  buy  again!  ,1
Disappointed with the jacket. The design was scratchy and delivery was damaged.,0
Disappointed with the backpack. The material was broken and delivery was delayed.,0
I love the smartwatch. The material is excellent. Will definitely buy again!,1
I want a refund. The running shoes is unreliable and the sound didn't work as expected.,0
