customer_id,age,income_band,city_tier,membership_type,num_visits,days_since_last_purchase,product_categories_purchased,num_transactions,avg_transaction_value,discount_used,total_spend,target
C102942,58.0,High,Tier 3,Gold,22.0,42.0,5.0,1.0,531.94,306.07,148.07,971.66
C102943,27.0,Mid,Tier 2,Silver,24.0,160.0,1.0,4.0,436.07,313.12,1458.01,828.47
C102944,61.0,High,Tier 2,Platinum,16.0,216.0,3.0,6.0,751.87,208.1,4133.43,2732.09
C102945,,Low,Tier 1,Silver,17.0,253.0,5.0,4.0,297.99,203.02,888.79,1007.65
C102946,49.0,High,Tier 3,Silver,11.0,364.0,7.0,,420.64,130.71,88.0,866.09
C102947,,Mid,Tier 1,Silver,28.0,253.0,3.0,,382.09,296.42,1332.23,1454.32
C102948,46.0,Mid,Tier 1,Platinum,16.0,360.0,2.0,6.0,648.96,196.68,3716.99,2227.91
C102949,45.0,Mid,Tier 1,Silver,18.0,356.0,4.0,1.0,340.88,231.28,137.88,455.99
C102950,19.0,Low,Tier 2,Silver,,309.0,1.0,3.0,302.15,201.69,649.12,514.23
C102951,44.0,Mid,,Gold,14.0,128.0,6.0,2.0,610.79,231.26,966.82,1575.66
C102952,67.0,Mid,,Platinum,20.0,15.0,6.0,13.0,429.22,277.88,5278.97,4058.31
C102953,41.0,Low,Tier 1,Silver,15.0,21.0,3.0,3.0,327.16,136.47,885.6,1145.04
C102954,32.0,High,Tier 2,Silver,21.0,318.0,2.0,3.0,473.78,264.25,973.03,1044.32
C102955,70.0,Mid,Tier 3,Platinum,22.0,315.0,6.0,4.0,413.44,313.94,1351.11,1630.22
C102956,23.0,Low,Tier 2,Gold,24.0,113.0,4.0,2.0,390.61,284.33,551.39,1200.22
C102957,43.0,Mid,Tier 1,Silver,19.0,267.0,6.0,2.0,367.02,249.01,544.16,1163.73
C102958,45.0,Low,Tier 2,Silver,26.0,166.0,3.0,4.0,207.47,349.73,720.56,930.5
C102959,43.0,Low,Tier 2,Silver,18.0,24.0,4.0,1.0,371.9,230.6,173.2,712.44
C102960,66.0,Mid,Tier 3,Gold,20.0,239.0,5.0,2.0,366.45,275.71,561.71,1154.87
C102961,40.0,Low,Tier 2,Gold,21.0,30.0,3.0,4.0,421.51,208.74,1591.59,1773.6
C102962,69.0,Low,Tier 1,Gold,17.0,47.0,4.0,2.0,420.56,219.58,532.53,1100.12
C102963,21.0,Mid,Tier 2,Silver,21.0,174.0,6.0,6.0,357.6,253.34,1987.22,1876.17
C102964,56.0,Low,Tier 1,Gold,21.0,25.0,8.0,,428.25,232.5,2534.87,2709.61
C102965,49.0,High,Tier 3,Silver,13.0,125.0,4.0,3.0,488.14,171.64,1195.23,1274.41
C102966,30.0,Mid,,Platinum,18.0,275.0,7.0,5.0,545.98,253.43,2559.7,2203.61
C102967,30.0,Low,Tier 1,Silver,14.0,218.0,3.0,2.0,272.43,191.82,218.65,669.83
C102968,56.0,Mid,Tier 2,Silver,18.0,20.0,4.0,3.0,418.61,244.31,1142.12,1690.85
C102969,51.0,Low,Tier 1,Silver,14.0,80.0,3.0,1.0,524.14,194.42,455.2,500.16
C102970,50.0,Mid,Tier 1,Silver,24.0,363.0,5.0,3.0,272.8,294.55,576.57,1031.48
C102971,20.0,Low,Tier 2,Silver,20.0,351.0,3.0,4.0,173.3,214.15,515.03,742.14
C102972,49.0,High,Tier 3,Gold,14.0,336.0,11.0,2.0,454.51,204.82,677.18,1804.96
C102973,70.0,Low,Tier 3,Platinum,21.0,187.0,4.0,4.0,352.04,322.09,1109.43,1115.62
C102974,18.0,Mid,Tier 2,Silver,15.0,157.0,6.0,2.0,272.02,177.15,490.89,1021.04
C102975,42.0,Low,Tier 1,Silver,25.0,274.0,1.0,2.0,350.84,306.68,534.86,446.56
C102976,44.0,Low,Tier 2,Silver,11.0,350.0,7.0,1.0,146.67,146.01,14.11,599.17
C102977,65.0,Mid,Tier 2,Gold,22.0,,7.0,6.0,403.31,288.23,1972.45,2135.66
C102978,32.0,Mid,Tier 1,Silver,15.0,327.0,6.0,3.0,362.87,203.65,851.67,1392.73
C102979,43.0,High,Tier 3,Silver,27.0,225.0,7.0,5.0,504.81,377.86,2178.45,2343.78
C102980,56.0,Low,Tier 3,Silver,23.0,51.0,3.0,9.0,232.35,291.63,1896.68,1575.51
C102981,21.0,Low,Tier 1,Silver,22.0,316.0,4.0,5.0,194.76,302.42,724.08,811.38
C102982,60.0,Mid,Tier 3,Gold,16.0,11.0,3.0,3.0,417.47,240.12,1168.58,1620.36
C102983,61.0,Mid,Tier 2,Silver,23.0,8.0,8.0,2.0,275.89,268.72,202.62,1458.17
C102984,56.0,High,Tier 1,Silver,21.0,134.0,2.0,2.0,447.98,205.55,610.45,1029.77
C102985,52.0,High,Tier 2,Gold,19.0,197.0,6.0,9.0,679.32,245.87,5988.88,4340.83
C102986,57.0,High,Tier 1,Silver,15.0,156.0,,3.0,508.88,192.4,1225.73,1240.29
C102987,59.0,Low,Tier 1,Gold,13.0,90.0,2.0,5.0,416.59,149.09,1810.68,1278.22
C102988,65.0,Mid,Tier 3,Silver,21.0,240.0,4.0,3.0,276.9,313.96,524.78,659.28
C102989,40.0,Mid,Tier 2,Platinum,13.0,175.0,5.0,,579.72,191.25,1059.78,1459.47
C102990,42.0,Low,Tier 1,Gold,25.0,43.0,5.0,7.0,489.25,268.36,3183.98,3184.86
C102991,51.0,Mid,Tier 2,Silver,17.0,298.0,3.0,4.0,365.08,232.15,914.35,857.15
C102992,28.0,Low,Tier 3,Platinum,19.0,113.0,8.0,2.0,349.15,245.67,436.37,1552.65
C102993,63.0,Low,Tier 2,Silver,16.0,252.0,5.0,4.0,157.08,162.49,377.34,902.21
C102994,58.0,High,Tier 3,Silver,9.0,128.0,4.0,2.0,496.41,121.56,1015.12,1039.43
C102995,51.0,Low,Tier 3,Gold,,276.0,5.0,3.0,333.79,185.05,632.08,839.36
C102996,33.0,High,Tier 2,Gold,22.0,103.0,5.0,6.0,616.6,244.59,3524.08,2940.49
C102997,36.0,Low,Tier 2,Silver,18.0,77.0,3.0,1.0,256.09,212.56,45.8,757.28
C102998,41.0,Low,,Silver,28.0,27.0,2.0,6.0,352.38,299.07,1847.28,1637.25
C102999,53.0,Low,Tier 3,Silver,16.0,304.0,6.0,2.0,201.2,245.96,252.46,617.21
C103000,59.0,Low,Tier 2,Gold,14.0,264.0,4.0,6.0,372.2,146.64,2062.14,1822.96
C103001,53.0,Mid,Tier 1,Platinum,17.0,224.0,,1.0,789.38,192.62,608.62,383.56
C103002,67.0,Low,Tier 1,Silver,17.0,,4.0,2.0,308.31,226.51,599.04,621.81
C103003,68.0,Mid,Tier 2,Platinum,25.0,25.0,5.0,9.0,533.03,282.97,4634.8,3732.01
C103004,55.0,High,Tier 3,Silver,,150.0,3.0,1.0,380.84,257.53,235.17,782.55
C103005,37.0,Mid,Tier 3,Gold,20.0,315.0,7.0,,,297.41,1552.09,1817.56
C103006,49.0,Low,Tier 2,Platinum,21.0,105.0,6.0,5.0,422.93,257.99,2084.97,2180.74
C103007,40.0,Mid,Tier 1,Gold,15.0,20.0,6.0,3.0,635.48,154.42,1821.97,2204.38
C103008,51.0,Mid,Tier 1,Silver,19.0,307.0,5.0,3.0,437.13,232.47,,1049.14
C103009,61.0,Mid,Tier 3,Silver,18.0,10.0,4.0,1.0,331.34,253.77,154.08,996.91
C103010,37.0,Low,Tier 2,Silver,22.0,252.0,5.0,6.0,274.12,257.19,1321.1,1351.26
C103011,44.0,Mid,Tier 3,Gold,20.0,305.0,4.0,6.0,269.68,309.57,1410.47,1140.18
C103012,20.0,Mid,Tier 1,Platinum,16.0,272.0,2.0,6.0,636.25,160.43,3780.64,2582.37
C103013,57.0,Low,Tier 2,Silver,19.0,4.0,3.0,1.0,188.39,211.63,0.0,981.43
C103014,43.0,Low,Tier 3,Silver,13.0,328.0,11.0,3.0,356.66,186.83,868.04,1581.93
C103015,42.0,High,Tier 1,Silver,17.0,32.0,5.0,5.0,473.59,242.06,2168.44,2240.69
C103016,46.0,Low,Tier 1,Gold,18.0,311.0,4.0,3.0,270.55,170.73,565.38,490.16
C103017,29.0,Low,Tier 2,Gold,23.0,6.0,5.0,6.0,190.35,280.89,737.55,1256.19
C103018,49.0,Low,Tier 2,Silver,,179.0,4.0,4.0,,223.5,550.34,740.74
C103019,57.0,Mid,Tier 3,Gold,15.0,322.0,4.0,7.0,,238.72,900.26,932.62
C103020,36.0,Mid,Tier 3,Silver,17.0,96.0,2.0,5.0,329.92,223.29,1506.61,1347.44
C103021,24.0,Low,Tier 2,Gold,16.0,16.0,6.0,5.0,,186.82,1614.9,1744.44
C103022,38.0,Mid,Tier 1,Silver,14.0,32.0,3.0,1.0,315.35,145.54,164.89,493.76
C103023,,Mid,Tier 2,Silver,24.0,136.0,6.0,2.0,419.01,277.57,629.9,1483.8
C103024,37.0,Low,Tier 3,Gold,12.0,131.0,9.0,3.0,281.91,191.73,591.55,1402.93
C103025,51.0,High,Tier 2,Gold,19.0,79.0,2.0,5.0,578.36,238.15,2473.2,2184.49
C103026,24.0,Low,Tier 3,Silver,16.0,167.0,2.0,3.0,305.64,222.29,670.8,567.58
C103027,57.0,Low,Tier 2,Gold,24.0,125.0,2.0,4.0,418.62,310.35,1394.28,1587.8
C103028,29.0,High,Tier 1,Silver,22.0,216.0,5.0,6.0,461.94,,2377.61,2195.28
C103029,65.0,High,,Silver,18.0,106.0,6.0,5.0,357.41,196.18,1415.5,1709.0
C103030,56.0,Low,Tier 2,,23.0,115.0,5.0,5.0,389.61,289.15,1555.33,1930.28
C103031,32.0,High,Tier 1,Platinum,,324.0,4.0,3.0,993.39,241.29,2594.58,2070.96
C103032,47.0,Mid,Tier 2,Silver,15.0,287.0,3.0,2.0,288.1,207.14,205.5,610.24
C103033,23.0,Low,,Platinum,32.0,281.0,5.0,9.0,497.46,370.24,4114.04,2876.64
C103034,23.0,High,Tier 1,Gold,16.0,138.0,4.0,2.0,601.3,217.13,1128.48,1252.76
C103035,68.0,Mid,Tier 2,Silver,19.0,323.0,4.0,4.0,337.71,225.38,1130.71,1100.26
C103036,60.0,Low,Tier 2,Silver,21.0,124.0,2.0,4.0,216.52,246.24,761.42,1105.26
C103037,26.0,Mid,Tier 3,Silver,16.0,263.0,3.0,3.0,347.95,235.24,,509.28
C103038,32.0,Mid,Tier 2,Gold,24.0,274.0,3.0,4.0,449.35,291.97,1529.44,1026.1
C103039,28.0,Low,,Platinum,25.0,120.0,6.0,8.0,306.43,332.97,2186.43,1935.34
C103040,38.0,High,Tier 3,Silver,23.0,225.0,5.0,4.0,386.6,332.18,1122.97,1379.71
C103041,33.0,Mid,Tier 2,Silver,17.0,68.0,2.0,2.0,264.69,237.5,185.97,327.57
C103042,35.0,Mid,Tier 1,Silver,13.0,140.0,5.0,6.0,420.89,126.9,2356.24,1920.74
C103043,46.0,Mid,Tier 3,Silver,19.0,193.0,6.0,5.0,233.62,287.76,987.87,1147.41
C103044,28.0,Mid,Tier 1,Gold,17.0,243.0,5.0,3.0,510.76,229.5,1161.86,1284.74
C103045,64.0,Low,Tier 3,Silver,19.0,130.0,2.0,3.0,268.03,272.74,433.11,1016.44
C103046,56.0,High,Tier 2,Gold,14.0,260.0,5.0,6.0,643.4,162.18,3541.33,2813.25
C103047,58.0,Mid,Tier 2,Silver,26.0,235.0,4.0,11.0,403.86,312.27,4202.89,2980.29
C103048,26.0,Mid,Tier 2,Gold,13.0,316.0,6.0,1.0,464.38,132.76,247.64,760.9
C103049,55.0,Mid,Tier 2,Gold,23.0,14.0,10.0,6.0,350.96,270.86,1823.26,2524.13
C103050,62.0,Low,Tier 3,Gold,17.0,187.0,4.0,6.0,225.94,296.0,1116.99,1369.74
C103051,27.0,Low,Tier 1,Silver,15.0,260.0,8.0,2.0,232.14,176.83,227.93,985.68
C103052,57.0,Mid,Tier 3,Gold,22.0,154.0,6.0,9.0,388.54,317.22,3003.82,2917.34
C103053,36.0,Low,Tier 1,Gold,22.0,109.0,3.0,3.0,464.61,240.67,1213.93,1402.98
C103054,59.0,Mid,Tier 3,Gold,17.0,212.0,4.0,4.0,337.96,256.95,1164.47,1294.73
C103055,43.0,High,Tier 3,Gold,26.0,169.0,6.0,3.0,506.84,,1370.38,1530.06
C103056,60.0,Low,Tier 2,Gold,18.0,157.0,5.0,3.0,424.16,211.07,1098.72,1328.4
C103057,25.0,Low,Tier 1,Silver,13.0,358.0,5.0,1.0,192.25,88.12,113.06,813.92
C103058,38.0,Mid,Tier 3,Silver,20.0,154.0,6.0,4.0,,288.73,1491.4,1439.46
C103059,32.0,Low,Tier 3,,15.0,78.0,4.0,1.0,427.77,220.79,185.24,870.38
C103060,31.0,High,Tier 2,,19.0,6.0,3.0,3.0,416.47,209.23,1036.34,1217.32
C103061,34.0,Mid,Tier 2,Platinum,,43.0,8.0,1.0,532.71,178.59,282.36,1552.78
C103062,38.0,Low,Tier 3,Gold,,196.0,3.0,5.0,431.11,224.29,1963.22,1672.75
C103063,24.0,Low,Tier 1,Platinum,24.0,76.0,7.0,9.0,442.98,304.8,3716.22,3282.67
C103064,55.0,High,Tier 2,Gold,26.0,40.0,5.0,4.0,647.96,298.43,2273.7,2510.44
C103065,47.0,Low,Tier 2,Gold,20.0,128.0,8.0,3.0,491.31,274.46,1086.5,1739.57
C103066,61.0,Mid,Tier 1,Gold,15.0,87.0,,,499.77,215.72,605.86,1047.92
C103067,55.0,Low,Tier 3,Silver,22.0,196.0,5.0,5.0,235.49,318.45,795.03,919.3
C103068,25.0,Low,Tier 2,Silver,25.0,20.0,7.0,5.0,439.31,338.56,1781.48,2098.67
C103069,21.0,High,Tier 3,Silver,15.0,358.0,2.0,3.0,338.16,259.48,707.58,204.33
C103070,40.0,Low,,Silver,14.0,,7.0,2.0,261.01,178.0,288.79,905.96
C103071,43.0,Low,Tier 2,Platinum,25.0,318.0,3.0,4.0,454.08,277.82,1744.4,1609.24
C103072,30.0,Mid,Tier 2,Silver,16.0,62.0,2.0,2.0,226.56,201.16,205.18,486.5
C103073,59.0,High,Tier 2,Gold,7.0,261.0,7.0,1.0,497.67,89.64,248.0,929.5
C103074,48.0,Low,Tier 3,Silver,21.0,4.0,4.0,7.0,190.57,286.16,1049.94,1206.8
C103075,57.0,Low,Tier 2,Silver,10.0,263.0,5.0,2.0,295.15,170.29,374.27,895.03
C103076,23.0,High,Tier 3,Platinum,18.0,291.0,7.0,8.0,641.63,278.52,5077.57,3932.43
C103077,61.0,Mid,Tier 2,Silver,22.0,,2.0,5.0,343.03,234.22,1516.63,1171.8
C103078,28.0,High,Tier 1,Gold,23.0,169.0,6.0,8.0,741.75,286.24,5755.33,3968.9
C103079,41.0,Mid,Tier 1,Silver,14.0,339.0,3.0,4.0,450.61,169.41,1636.64,1023.08
C103080,41.0,Mid,Tier 3,Silver,26.0,72.0,3.0,7.0,151.01,387.72,692.41,1156.82
C103081,61.0,Mid,Tier 2,Silver,19.0,197.0,4.0,4.0,364.58,223.91,1170.35,1249.94
C103082,32.0,Low,Tier 2,Gold,15.0,111.0,7.0,3.0,372.0,148.6,961.41,1399.86
C103083,30.0,Mid,Tier 2,Silver,18.0,59.0,7.0,7.0,343.47,242.62,2053.31,2138.63
C103084,36.0,Mid,,Gold,21.0,249.0,,7.0,479.54,297.05,3007.07,2964.62
C103085,37.0,High,,Gold,17.0,347.0,7.0,5.0,652.19,193.7,3105.06,2461.7
C103086,27.0,Mid,Tier 2,Silver,23.0,206.0,6.0,,375.96,272.62,2405.36,2228.3
C103087,27.0,Low,Tier 3,Silver,14.0,185.0,4.0,5.0,228.56,235.5,933.54,1201.11
C103088,30.0,Mid,Tier 1,Silver,13.0,195.0,4.0,3.0,422.63,144.19,1050.36,945.22
C103089,42.0,Mid,Tier 2,Gold,21.0,56.0,6.0,9.0,251.33,273.44,2254.54,2515.69
C103090,36.0,Mid,Tier 1,Silver,22.0,73.0,7.0,5.0,515.38,262.34,2303.38,2402.43
C103091,38.0,Mid,Tier 3,Silver,23.0,269.0,,9.0,420.85,307.0,3509.78,2603.92
C103092,56.0,Mid,Tier 2,Silver,28.0,214.0,5.0,4.0,450.17,321.54,1630.66,1503.19
C103093,30.0,,Tier 2,Silver,17.0,85.0,6.0,2.0,272.75,202.95,230.8,1188.25
C103094,66.0,Mid,Tier 3,Gold,21.0,7.0,4.0,4.0,,303.44,1432.99,2075.26
C103095,57.0,Mid,Tier 2,Silver,14.0,68.0,6.0,5.0,361.21,139.37,1886.97,1739.57
C103096,27.0,High,Tier 1,Silver,27.0,184.0,4.0,8.0,569.18,328.91,4279.45,2935.46
C103097,34.0,Mid,Tier 2,Silver,21.0,97.0,5.0,5.0,459.44,196.84,2195.73,2349.7
C103098,,Mid,Tier 1,Gold,24.0,267.0,3.0,1.0,361.5,304.82,11.95,694.74
C103099,,Mid,Tier 3,Gold,16.0,211.0,4.0,,428.89,253.6,554.98,796.23
C103100,37.0,Mid,Tier 2,Silver,26.0,53.0,3.0,5.0,283.31,292.89,994.43,1615.51
C103101,24.0,Low,Tier 3,Silver,29.0,107.0,2.0,3.0,144.09,419.31,253.06,695.24
C103102,18.0,High,Tier 3,Gold,24.0,13.0,3.0,6.0,521.41,332.41,2742.17,2380.15
C103103,41.0,High,Tier 3,Silver,26.0,,5.0,2.0,325.03,362.45,125.66,1181.72
C103104,55.0,Mid,Tier 2,Gold,23.0,275.0,5.0,6.0,337.13,269.57,1894.37,1966.36
C103105,34.0,Mid,Tier 1,Silver,19.0,141.0,3.0,6.0,269.58,224.49,1313.06,1341.33
C103106,63.0,Low,Tier 2,Silver,19.0,322.0,5.0,1.0,223.94,215.02,93.56,994.44
C103107,37.0,Mid,Tier 3,Silver,15.0,85.0,5.0,3.0,357.54,223.68,929.84,1530.72
C103108,65.0,Mid,Tier 3,Silver,23.0,117.0,5.0,3.0,381.03,376.51,891.03,1652.1
C103109,30.0,Mid,Tier 3,Gold,17.0,187.0,4.0,5.0,551.99,258.74,2333.8,1825.3
C103110,46.0,Low,Tier 1,Silver,21.0,102.0,4.0,1.0,269.49,247.25,67.35,835.94
C103111,58.0,Mid,Tier 1,Silver,22.0,168.0,9.0,2.0,466.32,294.57,507.74,1865.15
C103112,21.0,Low,Tier 3,Silver,14.0,44.0,9.0,4.0,250.66,236.06,773.65,1635.43
C103113,67.0,Mid,Tier 1,Silver,18.0,28.0,7.0,5.0,,238.05,1937.78,2127.53
C103114,37.0,Mid,Tier 2,Gold,27.0,315.0,4.0,9.0,467.4,334.4,3666.62,2876.19
C103115,,Low,Tier 2,Gold,23.0,,5.0,3.0,392.22,286.7,837.2,1546.33
C103116,51.0,Mid,Tier 2,Platinum,13.0,37.0,3.0,4.0,598.25,172.65,2106.81,1866.78
C103117,52.0,High,Tier 2,Silver,12.0,103.0,9.0,1.0,440.83,173.35,286.86,1384.41
C103118,19.0,Mid,Tier 3,Silver,19.0,153.0,3.0,3.0,361.77,253.12,698.1,582.06
C103119,63.0,Low,Tier 3,Silver,11.0,177.0,7.0,2.0,185.92,154.14,299.63,938.85
C103120,51.0,Mid,Tier 2,Platinum,21.0,280.0,6.0,6.0,606.98,274.7,3337.41,2618.49
C103121,70.0,Low,Tier 2,Silver,21.0,300.0,6.0,4.0,271.8,254.74,826.01,1495.82
C103122,42.0,Mid,Tier 3,Silver,22.0,106.0,4.0,3.0,165.51,,204.52,834.45
C103123,50.0,Mid,Tier 2,Gold,13.0,80.0,5.0,5.0,426.43,177.88,1619.12,1737.68
C103124,,Low,Tier 2,Silver,18.0,45.0,3.0,1.0,337.04,192.56,16.31,839.46
C103125,65.0,Mid,Tier 2,Silver,18.0,57.0,9.0,2.0,339.88,239.72,615.09,1956.1
C103126,62.0,Mid,Tier 1,Silver,18.0,10.0,4.0,2.0,420.82,193.26,500.67,1115.88
C103127,66.0,Mid,Tier 1,Gold,18.0,0.0,8.0,3.0,464.83,206.91,1060.99,1804.27
C103128,44.0,Low,Tier 3,Gold,17.0,153.0,8.0,2.0,273.39,197.79,305.78,1249.36
C103129,59.0,Low,Tier 2,Silver,20.0,221.0,5.0,3.0,338.38,228.54,880.3,1242.8
C103130,37.0,Mid,Tier 1,Gold,18.0,299.0,8.0,4.0,468.65,230.29,1477.94,1900.97
C103131,42.0,Low,Tier 1,Silver,19.0,119.0,8.0,5.0,209.8,232.8,784.49,1450.87
C103132,58.0,Mid,Tier 3,Silver,18.0,105.0,5.0,5.0,140.58,251.91,597.54,760.85
C103133,22.0,Low,Tier 2,Platinum,17.0,245.0,3.0,4.0,359.07,214.94,1259.46,944.9
C103134,55.0,Low,Tier 2,Gold,19.0,233.0,3.0,5.0,240.23,239.26,843.0,774.04
C103135,18.0,Mid,Tier 1,Platinum,14.0,252.0,6.0,4.0,525.1,141.21,2083.37,1948.4
C103136,48.0,Low,Tier 3,Gold,21.0,62.0,3.0,6.0,209.44,335.25,881.44,1184.21
C103137,43.0,Mid,Tier 3,Silver,17.0,16.0,8.0,4.0,235.76,262.19,735.87,1352.94
C103138,42.0,Low,Tier 2,Silver,16.0,199.0,2.0,5.0,177.87,155.81,639.7,606.89
C103139,44.0,Mid,Tier 2,Silver,13.0,153.0,6.0,6.0,460.66,196.54,2686.03,2555.24
C103140,,Mid,Tier 2,Silver,20.0,94.0,9.0,5.0,217.99,233.06,817.36,1845.49
C103141,39.0,Mid,Tier 3,Silver,19.0,354.0,5.0,5.0,361.22,241.8,1591.11,1770.09
C103142,41.0,Mid,Tier 3,Silver,24.0,,6.0,1.0,357.83,307.3,0.0,1086.14
C103143,48.0,Mid,Tier 3,Silver,16.0,100.0,7.0,2.0,364.19,183.41,724.66,1406.85
C103144,58.0,Mid,Tier 2,Gold,11.0,274.0,9.0,2.0,433.68,119.96,904.25,1600.95
C103145,47.0,Low,Tier 2,Silver,18.0,193.0,5.0,2.0,363.74,197.37,388.31,1243.23
C103146,52.0,Mid,Tier 2,Silver,23.0,84.0,4.0,3.0,350.05,248.01,986.22,1622.86
C103147,62.0,Low,Tier 3,Gold,16.0,196.0,5.0,8.0,278.43,220.89,,1904.13
C103148,70.0,Mid,Tier 1,Gold,15.0,,5.0,1.0,596.42,218.1,226.6,985.53
C103149,23.0,Low,Tier 1,Silver,25.0,95.0,2.0,1.0,287.98,282.51,0.0,426.26
C103150,55.0,High,Tier 2,Gold,14.0,245.0,6.0,3.0,463.36,159.8,1252.52,1227.47
C103151,29.0,Mid,Tier 2,Gold,28.0,285.0,8.0,8.0,477.58,350.22,3577.07,3112.99
C103152,28.0,Mid,,Gold,16.0,25.0,6.0,3.0,480.54,284.51,1146.43,1975.39
C103153,60.0,Mid,Tier 1,Silver,13.0,1.0,2.0,2.0,425.94,160.67,563.86,1104.49
C103154,21.0,Low,Tier 2,Silver,18.0,330.0,11.0,7.0,233.53,227.43,1536.02,1819.44
C103155,62.0,Low,Tier 1,Gold,14.0,83.0,5.0,3.0,398.25,189.08,984.87,1631.09
C103156,58.0,High,Tier 2,Silver,22.0,31.0,7.0,2.0,527.13,276.16,855.13,1999.52
C103157,70.0,Mid,Tier 3,Gold,16.0,216.0,5.0,4.0,311.15,180.58,,1602.46
C103158,,Low,Tier 2,Gold,22.0,118.0,5.0,3.0,164.85,244.81,182.99,969.29
C103159,64.0,Mid,Tier 2,,20.0,335.0,3.0,5.0,426.53,257.63,1845.26,1587.23
C103160,24.0,Mid,Tier 1,Platinum,18.0,351.0,4.0,6.0,727.0,202.57,4237.77,2613.35
C103161,65.0,Low,Tier 2,Gold,18.0,3.0,5.0,2.0,237.21,183.45,406.97,982.03
C103162,26.0,Mid,Tier 3,Platinum,23.0,70.0,12.0,8.0,401.57,323.05,2816.66,3932.85
C103163,34.0,Low,Tier 3,Gold,24.0,219.0,4.0,5.0,311.51,362.12,1191.89,1323.83
C103164,24.0,Low,Tier 1,Silver,21.0,123.0,8.0,5.0,283.29,264.73,985.72,1533.78
C103165,39.0,Mid,Tier 2,Gold,15.0,1.0,4.0,7.0,382.09,181.18,2445.24,2120.03
C103166,57.0,Low,Tier 1,Gold,16.0,169.0,4.0,4.0,470.41,145.84,1914.11,2052.52
C103167,32.0,High,Tier 1,Platinum,19.0,227.0,6.0,6.0,815.69,233.13,4441.81,3613.79
C103168,61.0,Mid,Tier 1,Silver,9.0,362.0,6.0,4.0,431.2,75.63,1867.47,1373.43
C103169,50.0,High,Tier 1,Silver,26.0,150.0,5.0,4.0,610.54,325.9,2337.62,2169.88
C103170,51.0,Mid,Tier 1,Gold,15.0,288.0,4.0,4.0,486.51,189.29,1613.67,1486.67
C103171,67.0,High,,Silver,15.0,159.0,8.0,2.0,492.59,199.59,659.87,1533.14
C103172,40.0,Mid,Tier 1,Gold,16.0,245.0,8.0,4.0,556.58,158.34,2070.35,2288.12
C103173,36.0,Mid,Tier 3,Silver,19.0,354.0,,2.0,329.68,307.63,303.3,172.92
C103174,70.0,Mid,Tier 3,Silver,19.0,297.0,6.0,1.0,285.03,282.41,130.12,752.67
C103175,47.0,High,Tier 2,Silver,15.0,249.0,7.0,3.0,587.01,156.67,1698.07,1560.66
C103176,50.0,Low,Tier 2,Gold,16.0,302.0,,3.0,400.71,228.88,964.43,1575.45
C103177,33.0,Mid,Tier 3,Silver,18.0,71.0,,1.0,374.09,260.51,0.0,587.9
C103178,29.0,Mid,Tier 1,Gold,13.0,291.0,2.0,4.0,507.73,139.83,1859.6,1315.22
C103179,26.0,Mid,,Gold,20.0,365.0,3.0,4.0,394.36,266.5,1617.18,1162.48
C103180,29.0,High,Tier 2,Gold,17.0,356.0,1.0,3.0,435.84,223.96,1112.32,836.25
C103181,28.0,Mid,Tier 3,Silver,22.0,,8.0,2.0,356.91,334.45,553.64,1677.77
C103182,57.0,Low,Tier 3,Silver,,156.0,3.0,,,209.03,47.43,205.02
C103183,21.0,Mid,Tier 3,Gold,17.0,251.0,7.0,5.0,411.46,211.25,2056.53,2224.16
C103184,51.0,Mid,Tier 2,Silver,16.0,26.0,6.0,2.0,547.37,165.33,923.67,1280.98
C103185,68.0,Low,Tier 2,Silver,18.0,248.0,6.0,1.0,362.55,205.96,304.42,806.5
C103186,58.0,Low,Tier 3,Platinum,16.0,100.0,5.0,5.0,413.81,170.93,2017.15,2211.03
C103187,39.0,Low,Tier 3,,23.0,310.0,6.0,4.0,228.18,339.71,585.78,985.69
C103188,21.0,Mid,,Silver,14.0,224.0,6.0,5.0,412.46,165.97,1909.58,1789.28
C103189,62.0,High,Tier 3,Platinum,17.0,145.0,7.0,8.0,752.83,246.31,5602.45,4207.43
C103190,18.0,Mid,Tier 3,Silver,22.0,18.0,9.0,3.0,284.01,363.74,445.26,1444.86
C103191,54.0,Low,Tier 2,Silver,,254.0,6.0,3.0,241.57,223.37,802.96,1505.51
C103192,53.0,Mid,Tier 1,Silver,19.0,196.0,3.0,3.0,421.27,231.39,1250.7,1424.85
C103193,28.0,High,Tier 1,Gold,19.0,229.0,5.0,7.0,618.69,199.56,4123.81,3123.9
C103194,57.0,Mid,Tier 3,Platinum,24.0,6.0,8.0,6.0,449.07,383.81,2211.36,2711.32
C103195,27.0,Low,Tier 1,Gold,18.0,159.0,5.0,6.0,287.15,190.27,1684.12,1778.64
C103196,29.0,Low,Tier 2,Platinum,14.0,276.0,3.0,3.0,559.36,215.33,1500.83,1524.91
C103197,61.0,High,Tier 2,Silver,21.0,335.0,3.0,4.0,364.62,227.87,1291.15,973.51
C103198,69.0,High,Tier 3,Gold,24.0,128.0,3.0,,426.6,354.91,2598.45,2091.18
C103199,32.0,Low,Tier 3,Silver,17.0,92.0,3.0,4.0,53.66,260.11,137.33,600.18
C103200,66.0,High,Tier 3,Platinum,23.0,258.0,4.0,9.0,729.88,357.13,6246.34,3804.38
